,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
86,-1.523164556,0.90268458,-1.258313591,0.190266036,-0.744834782,-0.148190463,1.019775223,-1.34780045
87,-1.637388567,-1.481057778,-1.122618233,-0.088900085,-0.776624695,-0.136350592,1.019775223,-1.34780045
88,-1.52569117,-1.481057778,-1.10613049,-0.041679887,-1.148390065,0.012947782,1.015093357,-1.34780045
89,-1.382937475,1.856181523,-1.010296528,-0.377776591,-0.909082665,0.152917318,1.015093357,-1.34780045
90,-0.935305683,-1.004309306,-1.084486913,-0.029124793,-0.552329199,-0.082873787,1.015093357,-1.34780045
91,-1.581171404,1.856181523,-1.206823488,-0.227978325,-0.460491673,0.693453901,1.015093357,-1.352791757
92,-1.642652347,1.856181523,-1.05309261,-0.390189253,-1.090108558,0.24523796,1.015093357,-1.352791757
93,-0.650219395,-0.130270442,-0.782349917,0.110427394,-0.624739556,-0.066742268,1.010411492,-1.34780045
94,-1.064847292,0.823226501,-0.710001008,0.500891057,-0.086960198,-0.02206026,1.015093357,-1.34780045
95,-0.979626704,0.584852265,-1.267113963,-0.064109736,1.804539615,-0.151873508,1.015093357,-1.342809143
96,-0.545417549,0.187561872,-0.620054283,0.066028684,0.549721112,-0.128546881,1.024457089,-1.342809143
97,-0.981416389,0.028645715,-0.706386862,0.167016523,-1.080394973,-0.081926776,1.019775223,-1.342809143
98,-1.396044286,-0.527560835,-1.003753482,-0.170236877,0.528527837,-0.139753841,1.024457089,-1.342809143
99,-0.663378843,0.664310344,-0.695949112,0.02208846,0.364279954,-0.115074928,1.024457089,-1.342809143
100,-0.726123093,0.028645715,-0.688812355,0.072852703,0.775782714,-0.118185927,1.019775223,-1.337817836
101,-0.343709526,-0.050812363,-0.626720001,-0.054583035,1.004493476,-0.130809815,1.019775223,-1.337817836
102,-0.39250476,0.823226501,-0.68039963,-0.074428545,-0.915264037,-0.131382761,1.019775223,-1.337817836
103,-0.679643921,1.856181523,-0.773409312,0.09892634,-0.468439151,-0.155079325,1.019775223,-1.337817836
104,-0.542206644,0.425936108,-0.867898085,-0.056559925,1.115758171,-0.150935039,1.019775223,-1.342809143
105,0.557923233,1.856181523,0.305332224,-0.368314479,-0.663593894,-0.029690552,1.024457089,-1.332826529
106,-0.314758739,1.856181523,-0.398533618,-0.0836836,-0.632687034,-0.145952252,1.019775223,-1.332826529
107,-0.369291493,1.856181523,-0.510535639,-0.013985577,-0.652997256,-0.139138345,1.019775223,-1.337817836
108,0.015438137,1.856181523,-0.234754952,-0.107014589,0.016357019,-0.10201557,1.024457089,-1.332826529
109,0.018754318,-0.050812363,-0.512568245,-0.064550331,0.083469057,-0.113173135,1.024457089,-1.337817836
110,0.642722718,1.856181523,0.080618282,0.09625955,-0.773092483,-0.086343112,1.024457089,-1.337817836
111,-0.646271561,0.267019951,-0.687920775,-0.047079947,0.336022254,-0.125510998,1.024457089,-1.337817836
112,-0.446037396,-0.20972852,-0.879474065,-0.240411154,0.285688225,-0.1572835,1.024457089,-1.337817836
113,-0.380187516,1.856181523,-0.343947504,-0.041367133,-0.429584814,-0.121454953,1.029138955,-1.337817836
114,-0.209746342,0.505394187,-0.649414448,-0.173997148,-0.662710841,-0.141648152,1.029138955,-1.337817836
115,-0.383082595,1.856181523,-0.417851025,-0.233004852,-0.787221333,-0.118970504,1.029138955,-1.337817836
116,-0.761811517,-0.050812363,-0.972275605,-0.090932743,1.00007821,-0.147376161,1.029138955,-1.337817836
117,-0.411085901,1.856181523,-0.561210495,-0.065628656,0.318361191,-0.129829154,1.029138955,-1.337817836
118,1.046928331,1.697265365,0.530948868,-0.056910933,-0.402210166,-0.045265561,1.03382082,-1.327835222
119,0.745419052,1.45889113,0.451633341,-0.338875051,-0.289179365,-0.077677001,1.03382082,-1.327835222
120,1.097671164,0.982142658,0.574777292,-0.035636079,-0.557627518,-0.092333111,1.029138955,-1.332826529
121,0.575662169,0.664310344,0.67797352,0.110278728,-1.172232499,-0.094893891,1.038502686,-1.332826529
122,1.301589974,1.856181523,0.613913331,-0.162110433,-0.321852331,-0.042163425,1.038502686,-1.327835222
123,0.687780668,1.856181523,0.375713939,-0.13175986,-0.219418168,-0.091464752,1.03382082,-1.332826529
124,1.771119089,1.856181523,0.682331944,-0.215498787,-0.463140833,-0.059274626,1.038502686,-1.332826529
125,0.835008576,-0.050812363,0.040958104,-0.00093024,0.534709209,-0.091103079,1.038502686,-1.322843914
126,1.910398689,1.697265365,0.282262307,-0.230431292,-0.348343925,-0.088414422,1.03382082,-1.322843914
127,1.131043524,1.220516894,0.123819573,-0.203999318,-0.05958555,-0.076638145,1.03382082,-1.317852607
128,1.939033649,0.90268458,0.890217443,-0.139468658,0.168242158,-0.057743002,1.029138955,-1.317852607
129,1.155888563,0.108103794,0.411082402,-0.185543173,-0.513474861,-0.058735377,1.03382082,-1.3128613
130,1.676055234,0.425936108,0.28131302,-0.229525358,-0.252091134,-0.074358086,1.03382082,-1.317852607
131,4.06944305,-0.845393149,1.174583201,-0.029966114,-0.788104386,-0.031122546,1.03382082,-1.307869993
132,1.90418743,0.505394187,0.419652941,-0.123022808,-0.312138747,-0.062661589,1.03382082,-1.3128613
133,1.593308624,0.425936108,0.478260977,-0.143394413,0.177955743,-0.091146995,1.029138955,-1.317852607
134,2.281442493,-0.050812363,0.626465929,-0.270635716,-0.849918105,-0.0610269,1.029138955,-1.307869993
135,2.384665205,-0.20972852,0.849518908,-0.08399064,-0.780156908,-0.048328957,1.029138955,-1.3128613
136,1.57025327,0.028645715,0.49674074,-0.188310451,-0.675073585,-0.059062009,1.029138955,-1.307869993
137,2.340449459,0.267019951,0.625754136,-0.195975924,-0.698032966,-0.063183059,1.024457089,-1.307869993
138,1.656421338,0.664310344,0.628085571,-0.144051801,-0.88788939,-0.065887236,1.024457089,-1.3128613
139,1.294641785,0.823226501,0.853235113,-0.060508941,-0.141709492,-0.052057161,1.024457089,-1.3128613
140,1.311591155,0.108103794,0.075334012,-0.772117325,-1.147507011,-0.062352285,1.019775223,-1.302878686
141,1.676107872,1.856181523,0.548363972,-0.306492444,-0.540849508,-0.07200198,1.024457089,-1.317852607
142,1.534091106,1.299974972,0.617896843,-0.15446522,-0.316554012,-0.054493677,1.019775223,-1.3128613
143,-0.514677078,1.697265365,-0.119943326,-0.001394087,-0.146124758,-0.075877315,1.015093357,-1.317852607
144,-0.415560113,0.743768422,-0.323616149,0.003982868,-0.418988176,-0.107635744,1.015093357,-1.317852607
145,0.72088984,1.856181523,0.311987792,-0.317043207,-0.808414608,-0.076437983,1.019775223,-1.317852607
146,1.395443159,1.856181523,0.392201499,-0.019018409,-0.583236059,-0.056508795,1.019775223,-1.322843914
147,-0.31975933,1.856181523,-0.27619899,-0.181062877,-0.261804718,-0.059341356,1.015093357,-1.322843914
148,-0.442615939,1.856181523,-0.099157255,-0.093946008,-0.311255694,-0.061386577,1.015093357,-1.322843914
149,0.353793871,1.856181523,-0.058810808,-0.097467342,-0.212353743,-0.074109307,1.015093357,-1.322843914
150,0.105975141,1.856181523,0.211769386,-0.210205649,-0.591183537,-0.081565783,1.019775223,-1.322843914
151,0.779159877,1.856181523,0.089596564,-0.143246364,-0.345694766,-0.104566857,1.019775223,-1.322843914
152,-0.373923619,1.856181523,-0.404106749,-0.079872695,-0.56380889,-0.130568514,1.015093357,-1.327835222
153,0.473808039,1.856181523,0.524915265,-0.045490203,-0.718343188,-0.019008238,1.019775223,-1.327835222
154,2.255913164,1.856181523,0.918968394,-0.081832589,-0.357174457,-0.036955567,1.019775223,-1.322843914
155,2.63643177,1.856181523,1.432379275,0.074082807,-0.498462958,0.025665254,1.019775223,-1.327835222
156,1.573043073,1.856181523,0.877239018,-0.294342243,-0.41722207,-0.015047671,1.019775223,-1.332826529
157,1.136728406,1.856181523,0.158162835,-0.352369423,-0.698916019,-0.057202409,1.019775223,-1.332826529
158,1.914609713,1.856181523,1.036863809,-0.126067546,-0.483451055,-0.055492797,1.019775223,-1.327835222
159,-0.591107153,1.856181523,-0.442852173,0.088713361,-0.448128929,-0.112657116,1.019775223,-1.332826529
160,-0.882352063,1.856181523,-0.143370169,-0.288405422,-0.940872578,-0.097586368,1.015093357,-1.332826529
161,-0.45045897,1.856181523,-0.465767046,-0.108869488,-0.201757105,-0.059483759,1.015093357,-1.337817836
162,-0.102996898,1.856181523,-0.233476945,-0.269177777,-0.333332022,-0.100857839,1.019775223,-1.332826529
163,-0.339866967,1.379433051,-0.445557563,0.044586262,-0.046339753,-0.118684806,1.019775223,-1.337817836
164,-0.492779756,1.061600737,-0.553687859,-0.100050914,0.255664418,-0.132970042,1.015093357,-1.337817836
165,-0.909460526,1.141058815,-0.870922767,0.000586114,-0.058702497,-0.114423918,1.015093357,-1.337817836
166,-1.188861932,0.982142658,-0.754717447,0.082123068,-0.320969278,-0.048068198,1.015093357,-1.337817836
167,-1.304243975,0.028645715,-0.903856882,0.044414506,-0.079895773,-0.12937067,1.015093357,-1.337817836
168,-0.817660215,-0.130270442,-0.656721744,0.105883231,-0.224716486,-0.03283825,1.010411492,-1.332826529
169,-1.101956936,1.299974972,-0.625028412,0.098761707,0.043731666,0.013081959,1.010411492,-1.337817836
170,-0.644745065,1.697265365,-0.897216856,-0.290127996,-0.603546281,0.068849705,1.010411492,-1.337817836
171,-0.889405527,1.856181523,-0.703401326,-0.041232727,-0.299776003,-0.007598802,1.010411492,-1.337817836
172,-0.863455095,0.584852265,-0.94529237,0.040825016,0.193850699,-0.003965919,1.015093357,-1.337817836
173,-1.168701657,1.141058815,-0.723187681,-0.194169415,0.251249153,-0.039994583,1.015093357,-1.337817836
174,-0.842715805,1.856181523,-0.428670236,-0.203999318,-0.613259865,0.013045237,1.015093357,-1.332826529
175,-0.902407062,1.856181523,-0.341126401,-0.045889902,-0.271518303,0.014562854,1.015093357,-1.332826529
176,-0.913724187,1.856181523,-0.280775909,0.19283535,-0.370420254,-0.006515637,1.015093357,-1.332826529
177,-0.653482938,1.45889113,-0.701608538,-0.074495368,-0.187628255,-0.084839362,1.015093357,-1.332826529
178,-0.782919272,1.856181523,-0.319656936,0.058743418,-0.577054687,-0.006428404,1.015093357,-1.327835222
179,-0.480936252,1.856181523,-0.376999884,-0.104017025,-0.092258516,0.021530284,1.015093357,-1.332826529
180,-0.708963172,1.617807287,-0.499967466,0.020418683,0.054328304,-0.084172657,1.015093357,-1.332826529
181,-1.017578553,1.856181523,-0.492832067,-0.226689131,-0.827841777,-0.043039471,1.015093357,-1.327835222
182,-1.035843868,1.776723444,-0.554896717,-0.085572387,-0.420754282,-0.062560122,1.015093357,-1.327835222
183,-0.85308545,1.697265365,-0.493821716,0.12650651,-0.244143655,-0.029076289,1.015093357,-1.327835222
184,-0.777866043,1.856181523,-0.387036119,-0.060810392,-0.513474861,-0.005427551,1.015093357,-1.327835222
185,-0.883773283,1.141058815,-0.236436432,-0.010297252,2.59752133,0.045915315,1.010411492,-1.327835222
186,-0.492148102,1.856181523,-0.445141248,-0.291068721,0.206213443,0.092053001,1.010411492,-1.327835222
187,-1.045002844,0.108103794,-0.659032357,-0.195975924,-0.366004988,0.074472015,1.010411492,-1.327835222
188,-0.898459227,0.823226501,-0.667976763,0.023832068,0.034018082,0.066710424,1.010411492,-1.332826529
189,-0.918882691,1.45889113,-0.36414944,0.436707081,-0.16643498,0.09742661,1.010411492,-1.332826529
190,-0.260910277,1.856181523,-0.572768853,-0.053274133,-0.687436329,0.075154102,1.010411492,-1.332826529
191,-0.850874662,1.141058815,-0.353410625,-0.091694278,-0.124931482,0.050644495,1.010411492,-1.332826529
192,-0.932042139,1.776723444,-0.908277583,-0.664396249,-1.057435592,0.103487415,1.010411492,-1.337817836
193,-1.195231105,0.823226501,-0.679448402,-0.101065045,-0.922328462,0.002590635,1.010411492,-1.337817836
194,-0.129315794,1.856181523,-0.588263891,-0.111041054,-0.511708755,0.06318408,1.010411492,-1.337817836
195,-1.146330595,-0.686476992,-0.775487844,0.117518016,0.206213443,-0.059361173,1.015093357,-1.342809143
196,-1.170438705,1.856181523,-1.04913001,-0.356908927,-0.799584077,0.067155243,1.00104776,-1.322843914
197,-0.674116953,1.856181523,-0.41996395,0.13818759,-0.494047692,0.02628341,1.00104776,-1.322843914
198,-0.684644512,1.856181523,-0.495860072,0.061211118,-0.718343188,0.026344354,1.00104776,-1.327835222
199,-0.646271561,1.856181523,-0.680230797,0.130945539,-0.892304656,0.021471209,1.005729626,-1.327835222
200,-0.444774088,1.856181523,-0.558604749,-0.184185679,-0.381016891,0.153672497,1.005729626,-1.327835222
201,-1.253869607,1.697265365,-0.5674124,0.030462082,0.087884323,0.012171412,1.005729626,-1.322843914
202,-1.019526152,1.141058815,-0.88394929,-0.040197518,0.071106313,0.035404213,1.005729626,-1.327835222
203,-1.256080394,1.856181523,-0.631471945,-0.179173993,-0.368654147,0.084951202,1.005729626,-1.327835222
204,-1.194757365,1.220516894,-0.934942751,0.003925172,1.225256759,0.064994262,1.005729626,-1.327835222
205,-0.96494076,1.538349208,-0.195784626,0.122059247,0.049029985,0.120080239,1.010411492,-1.327835222
206,-0.830451199,1.617807287,-0.025747787,-0.223270118,-0.500229064,0.082008072,1.010411492,-1.327835222
207,-0.90603907,0.664310344,-0.383602587,0.001770821,0.161177733,0.000376921,1.010411492,-1.322843914
208,-1.184808822,0.108103794,-0.433228716,-0.128636725,-0.883474124,-0.003364294,1.010411492,-1.327835222
209,-1.338353265,0.90268458,-0.151428769,-0.031976008,-0.760729739,-0.000523577,1.010411492,-1.327835222
210,-0.18690154,1.220516894,0.015323479,0.121833068,-0.410157645,0.044525522,1.010411492,-1.322843914
211,0.017964751,1.856181523,-0.173985409,-0.188596744,0.748408067,0.023839576,1.010411492,-1.322843914
212,-0.411296452,1.856181523,-0.614889987,-0.258105795,-0.728939826,0.000603509,1.010411492,-1.317852607
213,-0.666642387,1.379433051,-0.379706221,-0.011803256,0.195616805,0.005255449,1.010411492,-1.322843914
214,-0.721490967,1.617807287,-0.453655866,-0.074603168,-0.198224892,-0.022926307,1.010411492,-1.322843914
215,-0.565209359,0.743768422,-0.324274819,-0.037492588,0.654804435,0.020957511,1.010411492,-1.322843914
216,-0.546680856,0.028645715,-0.244722161,0.019428604,-0.429584814,-0.02974162,1.010411492,-1.3128613
217,-0.480251961,1.45889113,-0.058507091,-0.095601068,-0.500229064,-0.012408708,1.010411492,-1.317852607
218,-0.544364793,0.425936108,-0.342589172,-0.036332154,0.080819898,-0.012587639,1.010411492,-1.317852607
219,-0.524099243,0.505394187,-0.367111073,-0.078264837,-0.249441974,-0.010544713,1.010411492,-1.317852607
220,-0.422403026,0.823226501,-0.449530521,-0.040280582,-0.279465781,-0.065528807,1.015093357,-1.317852607
221,-0.418455192,0.823226501,-0.365519275,-0.199268034,-0.18056383,-0.032061764,1.015093357,-1.317852607
222,0.571240594,1.141058815,0.510610407,5.94E-05,-0.274167462,-0.059707084,1.015093357,-1.3128613
223,0.474492331,1.856181523,0.138792484,-0.007156725,-0.635336194,-0.042011871,1.015093357,-1.3128613
224,-0.202429689,1.856181523,-0.179692861,-0.189054895,0.404017345,-0.038852705,1.015093357,-1.317852607
225,0.656777008,0.982142658,0.26645327,-0.117110682,-0.548796987,-0.06797256,1.015093357,-1.3128613
226,0.119503054,1.538349208,-0.07555687,-0.111889482,-0.811946821,-0.102324218,1.015093357,-1.317852607
227,0.459701111,1.538349208,0.682526295,-0.017809383,-0.720109295,-0.048877318,1.015093357,-1.307869993
228,0.211619192,1.379433051,0.165048897,-0.146796386,-0.580586899,-0.072926717,1.015093357,-1.307869993
229,-0.466513497,1.697265365,-0.067955733,-0.077848891,-0.850801158,-0.053899142,1.010411492,-1.307869993
230,0.159613052,0.90268458,-0.371188126,-0.01543249,-0.669775266,-0.022372598,1.010411492,-1.3128613
231,-0.011565051,1.379433051,-0.126797562,-0.1722677,-0.323618437,-0.040104749,1.015093357,-1.3128613
232,0.074076638,1.856181523,0.451121885,-0.249706595,-0.69626686,-0.074237548,1.015093357,-1.307869993
233,0.413537766,1.299974972,0.225448212,-0.217943058,-0.28211494,-0.061096106,1.010411492,-1.307869993
234,-0.49530637,-0.050812363,-0.294832173,0.086186091,0.275091587,-0.045662606,1.010411492,-1.307869993
235,-0.824871593,0.505394187,-0.326778468,0.169335372,-0.367771094,-0.046551615,1.010411492,-1.3128613
236,-0.633743766,1.617807287,-0.496743537,-0.354724504,-0.607961547,0.042256613,1.010411492,-1.3128613
237,-0.658851993,1.220516894,-0.859934007,-0.37160818,-0.063117763,-0.030139012,1.010411492,-1.3128613
238,-0.765338249,1.299974972,-0.390836775,0.058656807,0.092299589,0.015135375,1.010411492,-1.317852607
239,-0.5747368,1.299974972,-0.492533274,0.007015942,-0.013666787,-0.012820889,1.010411492,-1.3128613
240,-0.597686878,1.379433051,-0.603863276,-0.430219544,-0.03132785,-0.060445323,1.005729626,-1.317852607
241,-1.065110481,1.856181523,0.024940887,0.039178119,-0.318320119,0.085544958,1.005729626,-1.317852607
242,-0.63816534,1.856181523,-0.452200675,-0.384869541,-0.559393624,0.015598022,1.005729626,-1.317852607
243,-0.430088144,1.617807287,-0.712858902,-0.212612186,-0.570873315,0.010489004,1.005729626,-1.317852607
244,-0.779076713,1.220516894,-0.227728453,0.141927337,0.744875855,0.062490814,1.005729626,-1.322843914
245,-1.132697407,1.141058815,-0.504092359,0.070787138,-0.175265511,-0.005383616,1.005729626,-1.317852607
246,-0.655693726,1.45889113,-0.716781302,-0.142708579,-0.593832696,0.00518267,1.005729626,-1.317852607
247,-0.562788021,0.90268458,-0.715302954,-0.532245278,-0.775741642,0.094474849,1.00104776,-1.322843914
248,-1.128065281,1.697265365,-0.562882937,-0.045737873,0.336905307,0.0997673,1.005729626,-1.322843914
249,-0.94251706,1.220516894,-0.824174395,-0.123003562,0.242418621,0.035017846,1.005729626,-1.322843914
250,-0.727281124,1.776723444,-0.510730608,0.171854834,0.103779279,0.082377252,1.005729626,-1.322843914
251,-1.113853077,1.856181523,-0.281178084,-0.10552553,-0.300659056,0.052572899,0.996365895,-1.317852607
252,0.115660495,1.856181523,-0.450719526,0.350493335,-0.94705395,-0.047566189,1.00104776,-1.317852607
